NB,000000,000000,000000,000000,00-00-01.827
GB,000404,000411,000444,000439,00-00-01.906
NB,000000,000000,000000,000000,00-00-06.827
GB,000405,000409,000443,000443,00-00-06.905
NB,000000,000000,000000,000000,00-00-11.827
GB,000404,000408,000442,000443,00-00-11.921
NB,000000,000000,000000,000000,00-00-16.843
GB,000406,000403,000442,000442,00-00-16.921
NB,000000,000000,000000,000000,00-00-21.843
GB,000403,000401,000448,000442,00-00-21.921
NB,000000,000000,000000,000000,00-00-26.843
GB,000404,000399,000445,000441,00-00-26.936
NB,000000,000000,000000,000000,00-00-31.858
GB,000405,000398,000446,000439,00-00-31.936
NB,000000,000000,000000,000000,00-00-36.858
GB,000407,000404,000444,000439,00-00-36.936
NB,000000,000000,000000,000000,00-00-41.858
GB,000408,000403,000443,000440,00-00-41.952
NB,000000,000000,000000,000000,00-00-46.858
GB,000412,000405,000440,000439,00-00-46.952
NB,000000,000000,000000,000000,00-00-51.873
GB,000412,000411,000437,000441,00-00-51.952
NB,000000,000000,000000,000000,00-00-56.873
GB,000409,000405,000438,000443,00-00-56.967
NB,000000,000000,000000,000000,00-01-01.873
GB,000404,000403,000438,000440,00-01-01.967
NB,000000,000000,000000,000000,00-01-06.889
GB,000400,000401,000445,000444,00-01-06.967
NB,000000,000000,000000,000000,00-01-11.889
GB,000399,000401,000450,000445,00-01-11.982
NB,000000,000000,000000,000000,00-01-16.889
GB,000400,000405,000451,000446,00-01-16.982
NB,000000,000000,000000,000000,00-01-21.904
GB,000402,000413,000453,000447,00-01-21.982
NB,000000,000000,000000,000000,00-01-26.904
GB,000400,000413,000449,000443,00-01-26.998
NB,000000,000000,000000,000000,00-01-31.904
GB,000400,000415,000450,000439,00-01-31.982
NB,000000,000000,000000,000000,00-01-36.919
GB,000401,000412,000450,000437,00-01-36.998
NB,000000,000000,000000,000000,00-01-41.919
GB,000399,000408,000453,000440,00-01-41.997
NB,000000,000000,000000,000000,00-01-46.919
GB,000404,000412,000457,000443,00-01-47.013
NB,000000,000000,000000,000000,00-01-51.935
GB,000408,000409,000455,000443,00-01-52.013
NB,000000,000000,000000,000000,00-01-56.935
GB,000413,000411,000456,000439,00-01-57.013
NB,000000,000000,000000,000000,00-02-01.935
GB,000416,000407,000450,000434,00-02-02.028
NB,000000,000000,000000,000000,00-02-06.950
GB,000413,000400,000443,000429,00-02-07.013
NB,000000,000000,000000,000000,00-02-11.950
GB,000410,000401,000441,000429,00-02-12.028
NB,000000,000000,000000,000000,00-02-16.950
GB,000404,000402,000439,000436,00-02-17.044
NB,000000,000000,000000,000000,00-02-21.950
GB,000398,000407,000444,000437,00-02-22.044
NB,000000,000000,000000,000000,00-02-26.965
GB,000398,000409,000448,000441,00-02-27.043
NB,000000,000000,000000,000000,00-02-31.965
GB,000399,000408,000444,000444,00-02-32.059
NB,000000,000000,000000,000000,00-02-36.965
GB,000400,000412,000441,000442,00-02-37.059
NB,000000,000000,000000,000000,00-02-41.981
GB,000405,000414,000438,000444,00-02-42.059
NB,000000,000000,000000,000000,00-02-46.981
GB,000406,000417,000433,000443,00-02-47.059
NB,000000,000000,000000,000000,00-02-51.980
GB,000406,000414,000438,000443,00-02-52.074
NB,000000,000000,000000,000000,00-02-56.996
GB,000404,000410,000440,000441,00-02-57.074
NB,000000,000000,000000,000000,00-03-01.996
GB,000401,000405,000438,000439,00-03-02.074
NB,000000,000000,000000,000000,00-03-06.996
GB,000398,000405,000441,000438,00-03-07.090
NB,000000,000000,000000,000000,00-03-12.011
GB,000398,000409,000439,000434,00-03-12.089
NB,000000,000000,000000,000000,00-03-17.011
GB,000402,000407,000435,000433,00-03-17.089
NB,000000,000000,000000,000000,00-03-22.011
GB,000403,000407,000438,000432,00-03-22.105
NB,000000,000000,000000,000000,00-03-27.011
GB,000407,000402,000440,000431,00-03-27.105
NB,000000,000000,000000,000000,00-03-32.027
GB,000406,000403,000444,000430,00-03-32.105
NB,000000,000000,000000,000000,00-03-37.026
GB,000405,000404,000449,000433,00-03-37.120
NB,000000,000000,000000,000000,00-03-42.026
GB,000408,000409,000447,000437,00-03-42.120
NB,000000,000000,000000,000000,00-03-47.042
GB,000405,000413,000444,000439,00-03-47.120
NB,000000,000000,000000,000000,00-03-52.042
GB,000409,000414,000443,000439,00-03-52.120
NB,000000,000000,000000,000000,00-03-57.042
GB,000405,000415,000447,000439,00-03-57.135
NB,000000,000000,000000,000000,00-04-02.057
GB,000404,000410,000451,000440,00-04-02.135
NB,000000,000000,000000,000000,00-04-07.057
GB,000409,000410,000451,000444,00-04-07.135
NB,000000,000000,000000,000000,00-04-12.057
GB,000408,000408,000451,000448,00-04-12.151
NB,000000,000000,000000,000000,00-04-17.073
GB,000407,000406,000455,000444,00-04-17.151
NB,000000,000000,000000,000000,00-04-22.072
GB,000406,000412,000451,000443,00-04-22.151
NB,000000,000000,000000,000000,00-04-27.072
GB,000403,000410,000450,000440,00-04-27.166
NB,000000,000000,000000,000000,00-04-32.072
GB,000399,000410,000448,000440,00-04-32.166
NB,000000,000000,000000,000000,00-04-37.088
GB,000401,000409,000439,000441,00-04-37.166
NB,000000,000000,000000,000000,00-04-42.103
GB,000399,000406,000443,000435,00-04-42.166
NB,000000,000000,000000,000000,00-04-47.088
GB,000396,000406,000444,000437,00-04-47.181
NB,000000,000000,000000,000000,00-04-52.103
GB,000398,000402,000440,000435,00-04-52.181
NB,000000,000000,000000,000000,00-04-57.103
GB,000396,000404,000443,000436,00-04-57.197
NB,000000,000000,000000,000000,00-05-02.103
GB,000396,000406,000440,000438,00-05-02.197
NB,000000,000000,000000,000000,00-05-07.118
GB,000399,000406,000441,000436,00-05-07.197
NB,000000,000000,000000,000000,00-05-12.118
GB,000399,000409,000448,000438,00-05-12.212
NB,000000,000000,000000,000000,00-05-17.118
GB,000401,000407,000448,000436,00-05-17.196
NB,000000,000000,000000,000000,00-05-22.134
GB,000403,000404,000447,000445,00-05-22.212
NB,000000,000000,000000,000000,00-05-27.134
GB,000404,000403,000442,000447,00-05-27.212
NB,000000,000000,000000,000000,00-05-32.134
GB,000402,000403,000440,000447,00-05-32.227
NB,000000,000000,000000,000000,00-05-37.149
GB,000401,000405,000440,000446,00-05-37.227
NB,000000,000000,000000,000000,00-05-42.149
GB,000397,000405,000441,000437,00-05-42.227
NB,000000,000000,000000,000000,00-05-47.149
GB,000396,000410,000443,000440,00-05-47.243
NB,000000,000000,000000,000000,00-05-52.164
GB,000399,000409,000444,000440,00-05-52.243
NB,000000,000000,000000,000000,00-05-57.164
GB,000402,000415,000445,000442,00-05-57.243
NB,000000,000000,000000,000000,00-06-02.164
GB,000402,000416,000443,000447,00-06-02.258
NB,000000,000000,000000,000000,00-06-07.164
GB,000402,000412,000442,000441,00-06-07.258
NB,000000,000000,000000,000000,00-06-12.180
GB,000401,000413,000443,000442,00-06-12.258
NB,000000,000000,000000,000000,00-06-17.180
GB,000401,000410,000442,000441,00-06-17.273
NB,000000,000000,000000,000000,00-06-22.180
GB,000402,000412,000440,000434,00-06-22.273
NB,000000,000000,000000,000000,00-06-27.195
GB,000403,000408,000444,000432,00-06-27.273
NB,000000,000000,000000,000000,00-06-32.195
GB,000403,000409,000439,000435,00-06-32.289
NB,000000,000000,000000,000000,00-06-37.195
GB,000403,000405,000437,000434,00-06-37.289
NB,000000,000000,000000,000000,00-06-42.210
GB,000405,000404,000438,000439,00-06-42.289
NB,000000,000000,000000,000000,00-06-47.210
GB,000405,000407,000441,000440,00-06-47.288
NB,000000,000000,000000,000000,00-06-52.210
GB,000404,000406,000443,000438,00-06-52.304
NB,000000,000000,000000,000000,00-06-57.226
GB,000406,000402,000442,000439,00-06-57.304
NB,000000,000000,000000,000000,00-07-02.226
GB,000409,000399,000446,000438,00-07-02.304
NB,000000,000000,000000,000000,00-07-07.226
GB,000408,000401,000442,000437,00-07-07.319
NB,000000,000000,000000,000000,00-07-12.241
GB,000409,000404,000439,000438,00-07-12.319
NB,000000,000000,000000,000000,00-07-17.241
GB,000408,000409,000442,000444,00-07-17.319
NB,000000,000000,000000,000000,00-07-22.241
GB,000406,000417,000438,000445,00-07-22.335
NB,000000,000000,000000,000000,00-07-27.241
GB,000405,000418,000437,000446,00-07-27.335
NB,000000,000000,000000,000000,00-07-32.256
GB,000405,000415,000435,000438,00-07-32.334
NB,000000,000000,000000,000000,00-07-37.256
GB,000407,000414,000435,000431,00-07-37.350
NB,000000,000000,000000,000000,00-07-42.256
GB,000405,000405,000435,000427,00-07-42.350
NB,000000,000000,000000,000000,00-07-47.272
GB,000402,000404,000439,000427,00-07-47.350
NB,000000,000000,000000,000000,00-07-52.272
GB,000400,000403,000443,000431,00-07-52.365
NB,000000,000000,000000,000000,00-07-57.271
GB,000396,000404,000446,000435,00-07-57.365
NB,000000,000000,000000,000000,00-08-02.287
GB,000401,000405,000442,000440,00-08-02.365
NB,000000,000000,000000,000000,00-08-07.287
GB,000405,000407,000438,000439,00-08-07.381
NB,000000,000000,000000,000000,00-08-12.349
GB,000406,000408,000439,000442,00-08-12.381
NB,000000,000000,000000,000000,00-08-17.302
